drugbank_id	bindingdb_id	uniprot	entrez_gene	measure	affinity_nM	n_measures	sources	pubmeds
DB02839	74208	Q9ULX7	23632	Ki	70000	1	ChEMBL	22668600
DB02840	50161650	P07900	3320	Kd	680	1	ChEMBL	15713410
DB02840	50161650	P08238	3326	Kd	680	1	ChEMBL	19017562
DB02846	50357232	Q7Z2H8	206358	Ki	7900000	1	ChEMBL	21955456
DB02853	50000100	Q7Z2H8	206358	Ki	1600000	1	ChEMBL	21955456
DB02853	50357224	Q7Z2H8	206358	Ki	1200000	1	ChEMBL	21955456
DB02854	17639	P04278	6462	Kd	71	1	ChEMBL	18330978
DB02854	17639	P11413	2539	IC50	200001	1	ChEMBL	22506561
DB02854	50191348	P04278	6462	Kd	708	1	ChEMBL	18330978
DB02854	50191348	P37058	3293	IC50	284.38278	4	ChEMBL	11086723,11806715,16078844
DB02854	50236240	P11413	2539	Ki	3193.74388	2	ChEMBL	19231202
DB02857	50206506	O00142	7084	IC50	500001	1	ChEMBL	17324575
DB02857	50366814	P23526	191	Ki	1472000	1	ChEMBL	12781179
DB02860	40776	Q13522	5502	IC50	55.28936	4	BindingDB	11927256
DB02860	40776	Q15257	5524	IC50	5.54444	4	BindingDB	11927256
DB02860	50110681	P18031	5770	IC50	0.56462	3	ChEMBL	11814804,9379439
DB02860	50110681	P36873	5501	IC50	19.89685	10	ChEMBL	11881984
DB02860	50110681	Q15172	5525	IC50	0.13	1	ChEMBL	
DB02872	50392531	Q00987	4193	IC50	125.14649	3	ChEMBL	22995624,23541651,22789708
DB02873	15241	Q12809	3757	Ki	870	1	ChEMBL	20378346
DB02873	15241	Q16539	1432	IC50	2.6	2	ChEMBL	12482439,18271520
DB02875	14347	P00734	2147	Ki	33000	1	BindingDB	12742021
DB02875	14347	P00742	2159	Ki	6500	1	BindingDB	12742021
DB02875	14347	P07477	5644	Ki	10000	1	BindingDB	12742021
DB02875	50102777	P00734	2147	Ki	33000	1	ChEMBL	11495587
DB02875	50102777	P00742	2159	Ki	6800	1	ChEMBL	11495587
DB02875	50102777	P00747	5340	Ki	21000	1	ChEMBL	11495587
DB02875	50102777	P00749	5328	Ki	2800	1	ChEMBL	11495587
DB02875	50102777	P00750	5327	Ki	46000	1	ChEMBL	11495587
DB02875	50102777	P07477	5644	Ki	10000	1	ChEMBL	11495587
DB02877	50032219	P10276	5914	Kd	36	1	ChEMBL	
DB02877	50032219	P10826	5915	Kd	5	1	ChEMBL	
DB02877	50032219	P13631	5916	Kd	26	2	ChEMBL	16190748
DB02877	50032219	P19793	6256	IC50	1001	1	ChEMBL	8308867
DB02877	50032219	P28702	6257	IC50	1001	1	ChEMBL	8308867
DB02877	50032219	P48443	6258	IC50	1001	1	ChEMBL	8308867
DB02877	50045268	P10276	5914	Kd	72	1	ChEMBL	8759622
DB02877	50045268	P10826	5915	Kd	5	1	ChEMBL	8759622
DB02877	50045268	P13631	5916	Kd	26	1	ChEMBL	8759622
DB02888	50400862	P62942	2280	Ki	19	1	ChEMBL	21413808
DB02893	86195	P08172	1129	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P08908	3350	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P08913	150	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P23975	6530	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P25021	3274	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P28221	3352	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P28222	3351	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P31645	6532	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P35367	3269	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P35368	147	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	P47901	553	Ki	10001	4	PDSP Ki	12649361
DB02893	86195	P50406	3362	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	Q01959	6531	Ki	10001	2	PDSP Ki	12649361
DB02893	86195	Q15822	1135	Ki	10001	4	PDSP Ki	12649361
DB02893	86195	Q9H3N8	59340	Ki	10001	2	PDSP Ki	12649361
DB02893	50142500	P49327	2194	Ki	150000001	1	ChEMBL	15026045
DB02894	13057	P00918	760	Kd	10	1	ChEMBL	16759092
DB02896	50412071	Q99808	2030	IC50	229086.77	1	ChEMBL	18289860
DB02900	50275807	P11717	3482	IC50	11500	1	ChEMBL	18068981
DB02900	50275807	P20645	4074	IC50	23000	1	ChEMBL	18929485
DB02900	50373066	P11717	3482	IC50	10001	1	ChEMBL	18068981
DB02900	50373066	Q92959	6578	Ki	3.1e+07	1	ChEMBL	11997326
DB02901	18161	P04278	6462	Kd	0.182	1	ChEMBL	18330978
DB02901	18161	P10275	367	Ki	0.86251	13	BindingDB,ChEMBL	17181141,17439112,17887661,17034117,17257838,9871534,10230629,10340624,9925725,18442912,18400499,20510622
DB02901	18161	P11511	1588	Ki	583.95205	2	ChEMBL	2918514
DB02901	50366473	O43451	8972	IC50	1e+05	1	ChEMBL	
DB02909	50175442	P05186	249	IC50	100001	1	PubChem	
DB02911	50081594	P29475	4842	IC50	6000	1	ChEMBL	12086480
DB02915	8049	P24941	1017	IC50	290	1	BindingDB	16492568
DB02918	14769	O60658	5151	IC50	160000	1	BindingDB	15576036
DB02918	14769	O76074	8654	IC50	10001	1	ChEMBL	15125967
DB02918	14769	Q01064	5153	IC50	200001	1	BindingDB	15576036
DB02918	14769	Q08499	5144	IC50	538.32126	3	BindingDB,ChEMBL	22356915,20188577,22891752
DB02918	14769	Q14432	5139	IC50	500	1	BindingDB	22356915
DB02918	14769	Q9NP56	27115	IC50	200001	1	BindingDB	15576036
DB02932	18525	P06401	5241	IC50	1819	1	ChEMBL	9484511
DB02932	18525	P10275	367	Ki	78.8858	14	BindingDB,ChEMBL	17887661,17257838,9871534,10743937,15546739,15603938,15603960,9484511,18291644,18442912,18400499,20584610
DB02932	18678	P10275	367	Ki	3700	1	ChEMBL	18571420
DB02932	18692	P10275	367	IC50	284.60499	2	ChEMBL	20826091,23727044
DB02936	50055291	P14555	5320	IC50	6400.4557	3	ChEMBL	8978843
DB02952	36629	Q7Z2H8	206358	Ki	2.3e+07	1	ChEMBL	21955456
DB02953	50109593	Q04609	2346	Ki	11	1	ChEMBL	12723961
DB02953	50281176	P15088	1359	Ki	7.8	1	ChEMBL	
DB02964	50211294	P06737	5836	Ki	5100	1	ChEMBL	17451960
DB02964	50263769	P06737	5836	Ki	18022.76338	2	ChEMBL	11495595
DB02964	50263769	P11216	5834	Ki	5974.9477	2	ChEMBL	11495595
DB02964	50263769	P11217	5837	Ki	7455.87017	2	ChEMBL	10360741
DB02966	50060635	P42261	2890	Ki	15	1	ChEMBL	9357531
DB02966	50060635	P42262	2891	Ki	25	1	ChEMBL	9357531
DB02966	50060635	P48058	2893	Ki	305	1	ChEMBL	9357531
DB02966	50060635	Q16478	2901	Ki	1820	1	ChEMBL	9357531
DB02967	50220832	Q99685	11343	IC50	16600	1	ChEMBL	19583260
DB02984	50083955	P00533	1956	IC50	127	1	ChEMBL	22867529
DB02986	11931	P00918	760	Kd	0.83	1	BindingDB	9865942
DB02991	50058464	P29474	4846	Ki	9400	1	ChEMBL	9191968
DB02991	50058464	P29475	4842	Ki	320	2	ChEMBL	18477512,9191968
DB02991	50058464	P35228	4843	Ki	37000	1	ChEMBL	9191968
DB02994	92451	Q16769	25797	Ki	3494782.39666	2	BindingDB	21288892
DB02998	50367916	P10275	367	Kd	0.84661	10	ChEMBL	15771445,20355713
DB02999	17660	O15303	2916	Ki	100004.99988	2	PDSP Ki,ChEMBL	9131252,10893301
DB02999	17660	Q04609	2346	IC50	9500	1	BindingDB	17567119
DB02999	17660	Q13255	2911	Ki	104.88088	2	ChEMBL	10893301,12109902
DB02999	17660	Q14416	2912	Ki	26247.79944	4	PDSP Ki,ChEMBL	8667026,9131252,10893301,12109902
DB02999	17660	Q14832	2913	Ki	40000	1	ChEMBL	10893301
DB02999	17660	Q14833	2914	Ki	103853.34358	3	PDSP Ki,ChEMBL	9131252,10893301,12109902
DB02999	17660	Q9UPY5	23657	IC50	5000	1	ChEMBL	20303751
DB03000	50257055	P29274	135	Ki	3100	1	ChEMBL	19282184
DB03000	50257055	P29275	136	Ki	30001	1	ChEMBL	19282184
DB03000	50257055	P30542	134	Ki	29000	1	ChEMBL	19282184
DB03009	50152883	P15090	2167	IC50	1000	1	ChEMBL	15357970
DB03020	50368954	P00338	3939	Ki	188000	1	ChEMBL	8308865
DB03020	50368954	P07327	124	Kd	2	1	ChEMBL	8308865
DB03023	50142887	O43353	8767	IC50	19	1	ChEMBL	17850214
DB03023	50142887	O60674	3717	IC50	50000001	1	ChEMBL	18077363
DB03023	50142887	P00519	25	Ki	500	1	ChEMBL	18257513
DB03023	50142887	P00533	1956	Ki	10001	1	ChEMBL	
DB03023	50142887	P06239	3932	Ki	0.794	1	ChEMBL	
DB03023	50142887	P08631	3055	IC50	5	1	ChEMBL	18077363
DB03023	50142887	P12931	6714	Ki	500	2	ChEMBL	16509573,17929792
DB03023	50142887	P29323	2048	Kd	36500	1	ChEMBL	15857128
DB03023	50142887	P41240	1445	Ki	730	1	PDSP Ki	12534346
DB03023	50142887	P43403	7535	IC50	100000001	1	ChEMBL	18077363
DB03026	50167777	P60174	7167	Ki	3464.10162	2	ChEMBL	21236668,17088060
DB03029	50008560	P22303	43	IC50	221.35944	2	ChEMBL	1738151
DB03034	50045004	P02768	213	Kd	12000	1	ChEMBL	19164148
DB03034	50045004	Q12809	3757	IC50	1412537.655	4	ChEMBL	12873512,15911273,18448342,21185626
DB03034	50366826	Q12809	3757	IC50	912010.89333	3	ChEMBL	12873512,15911273,18448342
DB03034	50366826	Q96FL8	55244	IC50	17900	1	ChEMBL	23241029
DB03044	13533	O00141	6446	IC50	30001	1	ChEMBL	22014550
DB03044	13533	O00238	658	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O00329	5293	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O00444	10733	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O00506	10494	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O00750	5287	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O14578	11113	Kd	21000	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	O14730	8780	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O14733	5609	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O14920	3551	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O14936	8573	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O14965	6790	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O15075	9201	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O15146	4593	Kd	19000	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	O15197	2051	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O15264	5603	Kd	78	1	ChEMBL	22037378
DB03044	13533	O15530	5170	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O43293	1613	Kd	10001	3	ChEMBL	22037378,18183025
DB03044	13533	O43318	6885	Kd	150	1	ChEMBL	22037378
DB03044	13533	O43353	8767	Kd	7616.15388	2	ChEMBL	22037378,18183025
DB03044	13533	O60285	9891	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O60331	23396	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O60674	3717	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O75460	2081	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O75582	9252	Kd	10001	4	ChEMBL	22037378,18183025
DB03044	13533	O75716	8576	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O75747	5288	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O75914	5063	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O76039	6792	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O94768	9262	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O94804	6793	Kd	10.07412	3	ChEMBL	15711537,22037378,18183025
DB03044	13533	O94806	23683	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O94921	5218	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O95382	9064	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O95747	9943	Kd	10001	1	ChEMBL	22037378
DB03044	13533	O95819	9448	Kd	90	2	ChEMBL	22037378,18183025
DB03044	13533	O95835	9113	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O96013	10298	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	O96017	11200	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P00519	25	Kd	5360.15902	30	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P00533	1956	Kd	21995.21647	26	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P04049	5894	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P04626	2064	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P04629	4914	Kd	916.56565	3	ChEMBL	15711537,22037378,18183025
DB03044	13533	P04792	3315	IC50	58	1	ChEMBL	18602262
DB03044	13533	P05129	5582	IC50	30001	1	ChEMBL	22014550
DB03044	13533	P05771	5579	IC50	16613.24773	2	ChEMBL	22014550
DB03044	13533	P06213	3643	Kd	10001	1	ChEMBL	18183025
DB03044	13533	P06239	3932	Kd	6602.89066	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P06241	2534	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P07332	2242	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P07333	1436	Kd	81000	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P07947	7525	Kd	49000	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P07948	4067	Kd	27000	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P07949	5979	Kd	4515.47897	8	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P08069	3480	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P08581	4233	Kd	10001	4	ChEMBL	22037378,18183025
DB03044	13533	P08631	3055	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P08922	6098	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P09619	5159	Kd	6040.10535	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P09769	2268	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P0C1S8	494551	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P0C264	100130827	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P10721	3815	Ki	395221.29492	4	PubChem	
DB03044	13533	P11309	5292	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P11362	2260	Kd	4300	2	ChEMBL	22037378,18183025
DB03044	13533	P11802	1019	Kd	10001	2	ChEMBL	22037378
DB03044	13533	P12931	6714	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P14616	3645	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P15056	673	Kd	18148.28661	5	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P15735	5261	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P16234	5156	Kd	12000	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P16591	2241	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P17612	5566	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P17948	2321	Kd	410	2	ChEMBL	22037378,18183025
DB03044	13533	P19525	5610	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P20794	4117	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P21802	2263	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P21860	2065	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P22455	2264	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P22694	5567	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P23443	6198	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P24941	1017	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P27037	92	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P28482	5594	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P29317	1969	Kd	29317.98988	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P29320	2042	Kd	4458.81037	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P29322	2046	Kd	1288.41221	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P29323	2048	Kd	4400	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P29376	4058	Kd	1400	2	ChEMBL	22037378,18183025
DB03044	13533	P29597	7297	Kd	10001	3	ChEMBL	22037378,18183025
DB03044	13533	P30291	7465	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P30530	558	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P31152	5596	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P31749	207	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P31751	208	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P32298	2868	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P35590	7075	Kd	83	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P35916	2324	Kd	5013.62948	3	ChEMBL	15711537,22037378,18183025
DB03044	13533	P35968	3791	Kd	20873.05175	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P36507	5605	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P36888	2322	Kd	4637.84489	13	ChEMBL	15711537,22037378,18183025
DB03044	13533	P36894	657	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P36896	91	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P37173	7048	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P41240	1445	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P41743	5584	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P42336	5290	Kd	10001	12	ChEMBL	22037378,18183025
DB03044	13533	P42338	5291	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P42345	2475	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P42679	4145	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P42680	7006	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P42681	7294	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P42684	27	Kd	3605.73155	2	ChEMBL	22037378,18183025
DB03044	13533	P42685	2444	Kd	4994.14974	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P43250	2870	IC50	30001	1	ChEMBL	22014550
DB03044	13533	P43403	7535	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P43405	6850	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P45983	5599	Kd	9539.86897	2	ChEMBL	22037378,18183025
DB03044	13533	P45984	5601	Kd	6.08692	4	ChEMBL	15711537,20655210,22037378,18183025
DB03044	13533	P45985	6416	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P48729	1452	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P48736	5294	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P49137	9261	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49336	1024	Kd	2200	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P49674	1454	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49674	102800317	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49759	1195	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49760	1196	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49761	1198	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49840	2931	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P49841	2932	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P50613	1022	Kd	5568.04274	2	ChEMBL	22037378,18183025
DB03044	13533	P50750	1025	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P51451	640	Kd	6800	3	ChEMBL,PubChem	22037378,18183025
DB03044	13533	P51617	3654	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P51812	6197	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P51813	660	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P51817	5613	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P51955	4751	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P51956	4752	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P51957	6787	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P52333	3718	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P52564	5608	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P53350	5347	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P53355	1612	Kd	10001	1	ChEMBL	18183025
DB03044	13533	P53667	3984	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P53671	3985	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P53779	5602	Kd	82.58329	4	ChEMBL	15711537,20655210,22037378,18183025
DB03044	13533	P54646	5563	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P54753	2049	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P54756	2044	Kd	1365.83994	3	ChEMBL	15711537,22037378,18183025
DB03044	13533	P54760	2050	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P54762	2047	Kd	4900000	1	PubChem	
DB03044	13533	P54764	2043	Kd	17561.62302	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	P57058	30811	Kd	10001	1	ChEMBL	22037378
DB03044	13533	P57059	150094	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P57059	102724428	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P68400	1457	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P78356	8396	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P78368	1455	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	P80192	4293	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q00526	1018	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q00532	8814	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q00535	1020	Kd	7473.75141	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	Q00536	5127	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q00537	5128	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q02156	5581	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q02750	5604	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q02763	7010	Kd	16.38643	3	ChEMBL	15711537,22037378,18183025
DB03044	13533	Q02779	4294	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q04759	5588	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q04771	90	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q05397	5747	Kd	7100	2	ChEMBL	22037378,18183025
DB03044	13533	Q05655	5580	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q06187	695	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q06418	7301	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q07002	5129	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q07912	10188	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q08881	3702	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q09013	1760	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q12851	5871	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q12852	7786	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q12866	10461	Kd	3700	2	ChEMBL	22037378,18183025
DB03044	13533	Q13043	6789	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13131	5562	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13153	5058	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13163	5607	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q13164	5598	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13177	5062	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13188	6788	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13233	4214	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q13237	5593	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13464	6093	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q13470	8711	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13523	8899	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q13546	8737	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13555	818	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13563	5311	IC50	30001	1	ChEMBL	22014550
DB03044	13533	Q13627	1859	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q13705	93	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13873	659	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q13882	5753	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q14004	8621	Kd	1100	1	ChEMBL	22037378
DB03044	13533	Q14012	8536	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q14164	9641	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q14289	2185	Kd	990	2	ChEMBL	22037378,18183025
DB03044	13533	Q14680	9833	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q15118	5163	IC50	30001	1	ChEMBL	22014550
DB03044	13533	Q15139	5587	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q15208	11329	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q15303	2066	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q15349	6196	Kd	10001	4	ChEMBL	22037378,18183025
DB03044	13533	Q15375	2045	Kd	3439.37483	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	Q15418	6195	Kd	10001	4	ChEMBL	22037378,18183025
DB03044	13533	Q15569	7016	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q15746	4638	Kd	10001	1	ChEMBL	18183025
DB03044	13533	Q15759	5600	Kd	1373.9927	4	ChEMBL,PubChem	15711537,22037378,18183025
DB03044	13533	Q15831	6794	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q15835	6011	Kd	10001	1	ChEMBL	22037378
DB03044	13533	Q16512	5585	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q16513	5586	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q16539	1432	Kd	0.62105	13	BindingDB,ChEMBL,PubChem	11896401,14561086,12941343,15711537,19356929,20655210,20471255,22037378,21888439,22154891,18183025,23270382
DB03044	13533	Q16566	814	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q16584	4296	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q16644	7867	IC50	30001	1	ChEMBL	22014550
DB03044	13533	Q16659	5597	Kd	10001	2	ChEMBL	22037378,18183025
DB03044	13533	Q16816	5260	Kd	10001	2	ChEMBL	22037378,18183025
